發生年度,發生月份,發生日期,發生時間,事故類別名稱,處理單位名稱警局層,發生地點,天候名稱,光線名稱,道路類別-第1當事者-名稱,速限-第1當事者,道路型態大類別名稱,道路型態子類別名稱,事故位置大類別名稱,事故位置子類別名稱,路面狀況-路面鋪裝名稱,路面狀況-路面狀態名稱,路面狀況-路面缺陷名稱,道路障礙-障礙物名稱,道路障礙-視距品質名稱,道路障礙-視距名稱,號誌-號誌種類名稱,號誌-號誌動作名稱,車道劃分設施-分向設施大類別名稱,車道劃分設施-分向設施子類別名稱,車道劃分設施-分道設施-快車道或一般車道間名稱,車道劃分設施-分道設施-快慢車道間名稱,車道劃分設施-分道設施-路面邊線名稱,事故類型及型態大類別名稱,事故類型及型態子類別名稱,肇因研判大類別名稱-主要,肇因研判子類別名稱-主要,死亡受傷人數,當事者順位,當事者區分-類別-大類別名稱-車種,當事者區分-類別-子類別名稱-車種,當事者屬-性-別名稱,當事者事故發生時年齡,保護裝備名稱,行動電話或電腦或其他相類功能裝置名稱,當事者行動狀態大類別名稱,當事者行動狀態子類別名稱,車輛撞擊部位大類別名稱-最初,車輛撞擊部位子類別名稱-最初,車輛撞擊部位大類別名稱-其他,車輛撞擊部位子類別名稱-其他,肇因研判大類別名稱-個別,肇因研判子類別名稱-個別,肇事逃逸類別名稱-是否肇逃,經度,緯度
2023,7,20230701,000000,A2,國道公路警察局,嘉義縣水上鄉國道3號 303公里500.0公尺處南側向路肩,晴,無照明,國道,110,單路部分,直路,路段,快車道,柏油,乾燥,無缺陷,路上有停車,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,車輛本身,撞護欄(樁),其他,其他不當駕車行為,死亡0;受傷2,1,小客車(含客、貨兩用),自用,女,63,繫安全帶(使用幼童安全椅),未使用,車的狀態,向右變換車道,汽車,前車頭,汽車,前車頭,其他,其他不當駕車行為,否,120.465788,23.425639
2023,7,20230701,191300,A2,南投縣政府警察局,南投縣埔里鎮中正路與信義路口,陰,有照明且開啟,市區道路,50,交岔路,四岔路,交叉路口,交叉口附近,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,中央分向島,窄式無柵欄,車道線(無標記),未繪設快慢車道分隔線,有,車與車,對向擦撞,駕駛者,闖紅燈左轉,死亡0;受傷2,4,人,乘客,男,24,其他(無需使用保護裝備之人),非駕駛人,人的狀態,其他,其他,無撞擊,其他,無撞擊,無(非車輛駕駛人因素),尚未發現肇事因素,否,120.962982,23.972856
2023,7,20230701,193000,A2,臺北市政府警察局,臺北市中正區中山南路 / 臺北市中正區凱達格蘭大道,雨,有照明且開啟,市區道路,50,圓環廣場,圓環,路段,一般車道(未劃分快慢車道),柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,中央分向島,寬式(50公分以上),車道線(無標記),未繪設快慢車道分隔線,無,車與車,其他,駕駛者,右轉彎未依規定,死亡0;受傷1,1,小客車(含客、貨兩用),自用,男,40,繫安全帶(使用幼童安全椅),未使用,車的狀態,右轉彎,其他,無撞擊,,,駕駛者,右轉彎未依規定,否,121.517321,25.039234
2023,7,20230701,193000,A2,臺北市政府警察局,臺北市中正區中山南路 / 臺北市中正區凱達格蘭大道,雨,有照明且開啟,市區道路,50,圓環廣場,圓環,路段,一般車道(未劃分快慢車道),柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,中央分向島,寬式(50公分以上),車道線(無標記),未繪設快慢車道分隔線,無,車與車,其他,駕駛者,右轉彎未依規定,死亡0;受傷1,2,機車,普通重型,男,26,戴非半罩式安全帽,未使用,車的狀態,向前直行中,其他,無撞擊,,,無(車輛駕駛者因素),尚未發現肇事因素,否,121.517321,25.039234
2023,7,20230701,193500,A2,臺北市政府警察局,臺北市中正區愛國西路 / 臺北市中正區博愛路,陰,有照明且開啟,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,中央分向島,窄式無柵欄,車道線(無標記),未繪設快慢車道分隔線,無,車與車,同向擦撞,駕駛者,閃避不當(慎),死亡0;受傷1,1,機車,普通重型,男,27,戴非半罩式安全帽,不明,車的狀態,其他,機車與自行車,前車頭,,,駕駛者,閃避不當(慎),否,121.510928,25.035881
2023,7,20230701,193500,A2,臺北市政府警察局,臺北市中正區愛國西路 / 臺北市中正區博愛路,陰,有照明且開啟,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,中央分向島,窄式無柵欄,車道線(無標記),未繪設快慢車道分隔線,無,車與車,同向擦撞,駕駛者,閃避不當(慎),死亡0;受傷1,2,小客車(含客、貨兩用),計程車,男,66,繫安全帶(使用幼童安全椅),不明,車的狀態,其他,汽車,右後車尾(身),,,駕駛者,方向不定(不包括危險駕車),否,121.510928,25.035881
2023,7,20230701,200506,A2,新竹縣政府警察局,新竹縣新埔鎮新湖路90號附近,晴,有照明且開啟,市區道路,40,單路部分,彎曲路及附近,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,行車分向線,附標記,車道線(無標記),未繪設快慢車道分隔線,無,車與車,對向擦撞,駕駛者,超速駕駛,死亡0;受傷1,1,機車,普通重型,男,21,不明,不明,車的狀態,向前直行中,機車與自行車,前車頭,,,駕駛者,超速駕駛,否,121.029602,24.850039
2023,7,20230701,200506,A2,新竹縣政府警察局,新竹縣新埔鎮新湖路90號附近,晴,有照明且開啟,市區道路,40,單路部分,彎曲路及附近,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,行車分向線,附標記,車道線(無標記),未繪設快慢車道分隔線,無,車與車,對向擦撞,駕駛者,超速駕駛,死亡0;受傷1,2,小客車(含客、貨兩用),自用,男,55,不明,不明,車的狀態,向前直行中,汽車,前車頭,,,駕駛者,未保持行車安全距離,否,121.029602,24.850039
2023,7,20230701,200800,A2,臺北市政府警察局,臺北市士林區士商路 / 臺北市士林區基河路,晴,有照明且開啟,市區道路,50,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,無標記,未繪設車道線,未繪設快慢車道分隔線,無,車與車,其他,駕駛者,無號誌路口，轉彎車未讓直行車先行,死亡0;受傷1,1,小客車(含客、貨兩用),自用,男,39,不明,不明,車的狀態,左轉彎,汽車,左前車頭(身),,,駕駛者,無號誌路口，轉彎車未讓直行車先行,否,121.521030,25.089589
2023,7,20230701,200800,A2,臺北市政府警察局,臺北市士林區士商路 / 臺北市士林區基河路,晴,有照明且開啟,市區道路,50,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,無標記,未繪設車道線,未繪設快慢車道分隔線,無,車與車,其他,駕駛者,無號誌路口，轉彎車未讓直行車先行,死亡0;受傷1,2,機車,普通重型,男,16,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,,,駕駛者,閃避不當(慎),否,121.521030,25.089589
2023,7,20230701,200900,A2,南投縣政府警察局,南投縣南投市工業路80號旁,晴,有照明且開啟,市區道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,人與車,穿越道路中,非駕駛者,未依標誌或標線穿越道路,死亡0;受傷2,1,人,行人,女,23,其他(無需使用保護裝備之人),非駕駛人,人的狀態,步行,其他,非汽、機及自行車,其他,非汽、機及自行車,非駕駛者,未依標誌或標線穿越道路,否,120.664834,23.921024
2023,7,20230701,200900,A2,南投縣政府警察局,南投縣南投市工業路80號旁,晴,有照明且開啟,市區道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,人與車,穿越道路中,非駕駛者,未依標誌或標線穿越道路,死亡0;受傷2,2,機車,普通重型,男,30,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,機車與自行車,右側車身,駕駛者,恍神、緊張、心不在焉分心駕駛,否,120.664834,23.921024
2023,7,20230701,202400,A2,臺北市政府警察局,臺北市大同區長安西路 / 臺北市大同區長安西路,晴,有照明且開啟,市區道路,50,交岔路,四岔路,交叉路口,交叉口附近,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,行車分向線,無標記,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,機件,燈光系統故障,死亡0;受傷1,1,機車,普通重型,男,54,戴半罩式安全帽,未使用,車的狀態,右轉彎,機車與自行車,後車尾,,,機件,燈光系統故障,否,121.514871,25.051379
2023,7,20230701,202400,A2,臺北市政府警察局,臺北市大同區長安西路 / 臺北市大同區長安西路,晴,有照明且開啟,市區道路,50,交岔路,四岔路,交叉路口,交叉口附近,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,行車分向線,無標記,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,機件,燈光系統故障,死亡0;受傷1,2,機車,普通重型,女,18,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,,,駕駛者,違反車輛專用標誌(線),否,121.514871,25.051379
2023,7,20230701,202600,A2,嘉義縣警察局,嘉義縣新港鄉南港村嘉67線0.3公里處,晴,有照明且開啟,鄉道,50,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛者,違規超車,死亡0;受傷1,1,機車,普通重型,男,27,戴半罩式安全帽,未使用,車的狀態,超車(含超越),機車與自行車,右側車身,機車與自行車,右側車身,駕駛者,違規超車,否,120.310851,23.558984
2023,7,20230701,202600,A2,嘉義縣警察局,嘉義縣新港鄉南港村嘉67線0.3公里處,晴,有照明且開啟,鄉道,50,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛者,違規超車,死亡0;受傷1,2,小客車(含客、貨兩用),自用,女,62,繫安全帶(使用幼童安全椅),未使用,車的狀態,左轉彎,汽車,左側車身,汽車,左側車身,無(車輛駕駛者因素),尚未發現肇事因素,否,120.310851,23.558984
2023,7,20230701,203400,A2,臺北市政府警察局,臺北市士林區延平北路6段 / 臺北市士林區社正路,晴,有照明且開啟,市區道路,50,交岔路,多岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,雙向禁止超車線,無標記,未繪設車道線,未繪設快慢車道分隔線,無,車與車,追撞,駕駛者,起步時未注意安全,死亡0;受傷1,1,小客車(含客、貨兩用),自用,男,60,繫安全帶(使用幼童安全椅),使用免持或未有礙駕駛安全,車的狀態,起步,汽車,前車頭,,,駕駛者,起步時未注意安全,否,121.508311,25.088655
2023,7,20230701,203400,A2,臺北市政府警察局,臺北市士林區延平北路6段 / 臺北市士林區社正路,晴,有照明且開啟,市區道路,50,交岔路,多岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,雙向禁止超車線,無標記,未繪設車道線,未繪設快慢車道分隔線,無,車與車,追撞,駕駛者,起步時未注意安全,死亡0;受傷1,2,機車,普通重型,男,19,戴半罩式安全帽,未使用,車的狀態,左轉彎,機車與自行車,後車尾,,,駕駛者,左轉彎未依規定,否,121.508311,25.088655
2023,7,20230701,204052,A2,南投縣政府警察局,南投縣埔里鎮和平東路口 / 南投縣埔里鎮自強路,晴,有照明且開啟,村里道路,40,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,窄式無柵欄,車道線(無標記),未繪設快慢車道分隔線,有,車與車,同向擦撞,駕駛者,左轉彎未依規定,死亡0;受傷3,1,機車,普通重型,女,39,不明,不明,車的狀態,迴轉或橫越道路中,機車與自行車,左側車身,機車與自行車,左側車身,駕駛者,左轉彎未依規定,否,120.977533,23.970158
2023,7,20230701,204052,A2,南投縣政府警察局,南投縣埔里鎮和平東路口 / 南投縣埔里鎮自強路,晴,有照明且開啟,村里道路,40,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,窄式無柵欄,車道線(無標記),未繪設快慢車道分隔線,有,車與車,同向擦撞,駕駛者,左轉彎未依規定,死亡0;受傷3,2,機車,普通重型,男,17,不明,不明,車的狀態,向前直行中,機車與自行車,前車頭,機車與自行車,前車頭,駕駛者,未依規定減速,否,120.977533,23.970158
2023,7,20230701,204052,A2,南投縣政府警察局,南投縣埔里鎮和平東路口 / 南投縣埔里鎮自強路,晴,有照明且開啟,村里道路,40,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,窄式無柵欄,車道線(無標記),未繪設快慢車道分隔線,有,車與車,同向擦撞,駕駛者,左轉彎未依規定,死亡0;受傷3,3,人,乘客,男,1,不明,非駕駛人,人的狀態,其他,其他,非汽、機及自行車,其他,非汽、機及自行車,無(非車輛駕駛人因素),尚未發現肇事因素,否,120.977533,23.970158
2023,7,20230701,204400,A2,澎湖縣政府警察局,澎湖縣馬公市縣道201線附近 / 澎湖縣馬公市澎26號道附近,雨,有照明且開啟,縣道,50,交岔路,多岔路,交叉路口,交叉口附近,柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,雙向禁止超車線,附標記,車道線(無標記),未繪設快慢車道分隔線,有,車與車,同向擦撞,駕駛者,變換車道不當,死亡0;受傷1,1,機車,普通重型,女,66,戴非半罩式安全帽,未使用,車的狀態,向左變換車道,機車與自行車,左側車身,,,駕駛者,變換車道不當,否,119.600596,23.530850
2023,7,20230701,204400,A2,澎湖縣政府警察局,澎湖縣馬公市縣道201線附近 / 澎湖縣馬公市澎26號道附近,雨,有照明且開啟,縣道,50,交岔路,多岔路,交叉路口,交叉口附近,柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,雙向禁止超車線,附標記,車道線(無標記),未繪設快慢車道分隔線,有,車與車,同向擦撞,駕駛者,變換車道不當,死亡0;受傷1,2,小客車(含客、貨兩用),租賃車,男,21,繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,右側車身,,,無(車輛駕駛者因素),尚未發現肇事因素,否,119.600596,23.530850
2023,7,20230701,204600,A2,嘉義縣警察局,嘉義縣民雄鄉北斗村166線與中華路口,晴,有照明且開啟,縣道,40,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛者,左轉彎未依規定,死亡0;受傷1,1,小客車(含客、貨兩用),自用,男,50,繫安全帶(使用幼童安全椅),未使用,車的狀態,左轉彎,汽車,前車頭,汽車,前車頭,駕駛者,左轉彎未依規定,否,120.452564,23.531500
2023,7,20230701,204600,A2,嘉義縣警察局,嘉義縣民雄鄉北斗村166線與中華路口,晴,有照明且開啟,縣道,40,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛者,左轉彎未依規定,死亡0;受傷1,2,慢車,腳踏自行車,男,12,其他(無需使用保護裝備之人),不明,車的狀態,向前直行中,機車與自行車,左側車身,機車與自行車,左側車身,駕駛者,恍神、緊張、心不在焉分心駕駛,否,120.452564,23.531500
2023,7,20230701,204800,A2,嘉義縣警察局,嘉義縣大林鎮西林里忠孝路596號前,晴,有照明且開啟,省道,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,倒車撞,駕駛者,倒車未依規定,死亡0;受傷1,1,小客車(含客、貨兩用),自用,男,44,繫安全帶(使用幼童安全椅),未使用,車的狀態,倒車,汽車,後車尾,汽車,後車尾,駕駛者,倒車未依規定,否,120.453713,23.605884
2023,7,20230701,204800,A2,嘉義縣警察局,嘉義縣大林鎮西林里忠孝路596號前,晴,有照明且開啟,省道,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,倒車撞,駕駛者,倒車未依規定,死亡0;受傷1,2,機車,普通重型,男,72,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,機車與自行車,前車頭,無(車輛駕駛者因素),尚未發現肇事因素,否,120.453713,23.605884
2023,7,20230701,205017,A2,新竹縣政府警察局,新竹縣新豐鄉新興路191號,晴,有照明且開啟,村里道路,15,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,行車分向線,附標記,車道線(附標記),快慢車道分隔線,有,車與車,同向擦撞,駕駛者,其他未依規定讓車,死亡0;受傷1,1,小客車(含客、貨兩用),自用,男,57,繫安全帶(使用幼童安全椅),未使用,車的狀態,向左變換車道,汽車,左側車身,,,駕駛者,其他未依規定讓車,否,120.995384,24.869314
2023,7,20230701,205017,A2,新竹縣政府警察局,新竹縣新豐鄉新興路191號,晴,有照明且開啟,村里道路,15,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,行車分向線,附標記,車道線(附標記),快慢車道分隔線,有,車與車,同向擦撞,駕駛者,其他未依規定讓車,死亡0;受傷1,2,機車,普通重型,男,18,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,,,駕駛者,未依規定減速,否,120.995384,24.869314
2023,7,20230701,205017,A2,新竹縣政府警察局,新竹縣新豐鄉新興路191號,晴,有照明且開啟,村里道路,15,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,行車分向線,附標記,車道線(附標記),快慢車道分隔線,有,車與車,同向擦撞,駕駛者,其他未依規定讓車,死亡0;受傷1,3,機車,普通重型,男,56,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,,,駕駛者,未保持行車安全距離,否,120.995384,24.869314
2023,7,20230701,212100,A2,宜蘭縣政府警察局,宜蘭縣冬山鄉富農路三段與新群二路口,晴,有照明且開啟,村里道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,閃光號誌,正常,雙向禁止超車線,無標記,禁止變換車道線(無標記),未繪設快慢車道分隔線,有,車與車,路口交岔撞,駕駛者,違反閃光號誌,死亡0;受傷5,1,小客車(含客、貨兩用),租賃車,男,22,繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,前車頭,汽車,前車頭,駕駛者,違反閃光號誌,否,121.798950,24.667659
2023,7,20230701,212100,A2,宜蘭縣政府警察局,宜蘭縣冬山鄉富農路三段與新群二路口,晴,有照明且開啟,村里道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,閃光號誌,正常,雙向禁止超車線,無標記,禁止變換車道線(無標記),未繪設快慢車道分隔線,有,車與車,路口交岔撞,駕駛者,違反閃光號誌,死亡0;受傷5,2,小客車(含客、貨兩用),自用,男,48,繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,右前車頭(身),汽車,左側車身,駕駛者,違反閃光號誌,否,121.798950,24.667659
2023,7,20230701,212100,A2,宜蘭縣政府警察局,宜蘭縣冬山鄉富農路三段與新群二路口,晴,有照明且開啟,村里道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,閃光號誌,正常,雙向禁止超車線,無標記,禁止變換車道線(無標記),未繪設快慢車道分隔線,有,車與車,路口交岔撞,駕駛者,違反閃光號誌,死亡0;受傷5,3,人,乘客,女,41,繫安全帶(使用幼童安全椅),非駕駛人,人的狀態,靜立(止),其他,非汽、機及自行車,其他,非汽、機及自行車,非駕駛者,乘坐不當(慎),否,121.798950,24.667659
2023,7,20230701,212100,A2,宜蘭縣政府警察局,宜蘭縣冬山鄉富農路三段與新群二路口,晴,有照明且開啟,村里道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,閃光號誌,正常,雙向禁止超車線,無標記,禁止變換車道線(無標記),未繪設快慢車道分隔線,有,車與車,路口交岔撞,駕駛者,違反閃光號誌,死亡0;受傷5,4,人,乘客,女,13,繫安全帶(使用幼童安全椅),非駕駛人,人的狀態,靜立(止),其他,非汽、機及自行車,其他,非汽、機及自行車,非駕駛者,乘坐不當(慎),否,121.798950,24.667659
2023,7,20230701,212100,A2,宜蘭縣政府警察局,宜蘭縣冬山鄉富農路三段與新群二路口,晴,有照明且開啟,村里道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,閃光號誌,正常,雙向禁止超車線,無標記,禁止變換車道線(無標記),未繪設快慢車道分隔線,有,車與車,路口交岔撞,駕駛者,違反閃光號誌,死亡0;受傷5,5,人,乘客,女,20,繫安全帶(使用幼童安全椅),非駕駛人,人的狀態,靜立(止),其他,非汽、機及自行車,其他,非汽、機及自行車,非駕駛者,乘坐不當(慎),否,121.798950,24.667659
2023,7,20230701,212100,A2,宜蘭縣政府警察局,宜蘭縣冬山鄉富農路三段與新群二路口,晴,有照明且開啟,村里道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,閃光號誌,正常,雙向禁止超車線,無標記,禁止變換車道線(無標記),未繪設快慢車道分隔線,有,車與車,路口交岔撞,駕駛者,違反閃光號誌,死亡0;受傷5,6,人,乘客,女,22,繫安全帶(使用幼童安全椅),非駕駛人,人的狀態,靜立(止),其他,非汽、機及自行車,其他,非汽、機及自行車,非駕駛者,乘坐不當(慎),否,121.798950,24.667659
2023,7,20230701,214500,A2,臺北市政府警察局,臺北市內湖區民權東路6段180巷88號前0.0公尺,晴,有照明且開啟,市區道路,30,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,行車分向線,無標記,未繪設車道線,未繪設快慢車道分隔線,無,車與車,追撞,駕駛者,未保持行車安全距離,死亡0;受傷1,1,機車,普通重型,女,29,戴非半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,,,駕駛者,未保持行車安全距離,否,121.592508,25.065979
2023,7,20230701,214500,A2,臺北市政府警察局,臺北市內湖區民權東路6段180巷88號前0.0公尺,晴,有照明且開啟,市區道路,30,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,行車分向線,無標記,未繪設車道線,未繪設快慢車道分隔線,無,車與車,追撞,駕駛者,未保持行車安全距離,死亡0;受傷1,2,,,肇事逃逸尚未查獲,0,,,,,,,,,,肇事逃逸未查獲，無法查明肇因,是,121.592508,25.065979
2023,7,20230701,215300,A2,臺北市政府警察局,臺北市中山區農安街 / 臺北市中山區農安街,陰,有照明且開啟,市區道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,附標記,未繪設車道線,未繪設快慢車道分隔線,有,車與車,同向擦撞,駕駛者,觀看其他事故、活動、道路環境或車外資訊分心駕駛,死亡0;受傷1,1,機車,普通重型,男,46,不明,不明,車的狀態,向前直行中,機車與自行車,前車頭,,,駕駛者,觀看其他事故、活動、道路環境或車外資訊分心駕駛,否,121.536124,25.064711
2023,7,20230701,215300,A2,臺北市政府警察局,臺北市中山區農安街 / 臺北市中山區農安街,陰,有照明且開啟,市區道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,附標記,未繪設車道線,未繪設快慢車道分隔線,有,車與車,同向擦撞,駕駛者,觀看其他事故、活動、道路環境或車外資訊分心駕駛,死亡0;受傷1,2,小客車(含客、貨兩用),自用,男,50,不明,不明,車的狀態,靜止(引擎熄火),汽車,左後車尾(身),,,無(車輛駕駛者因素),尚未發現肇事因素,否,121.536124,25.064711
2023,7,20230701,215300,A2,臺北市政府警察局,臺北市中山區農安街 / 臺北市中山區農安街,陰,有照明且開啟,市區道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,附標記,未繪設車道線,未繪設快慢車道分隔線,有,車與車,同向擦撞,駕駛者,觀看其他事故、活動、道路環境或車外資訊分心駕駛,死亡0;受傷1,3,,,肇事逃逸尚未查獲,0,,,,,,,,,,肇事逃逸未查獲，無法查明肇因,是,121.536124,25.064711
2023,7,20230701,221000,A2,臺北市政府警察局,臺北市松山區東興路 / 臺北市松山區市民大道5段,晴,有照明且開啟,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,中央分向島,寬式(50公分以上),車道線(無標記),未繪設快慢車道分隔線,無,車與車,其他,駕駛者,違反二段式左(右)轉標誌(線),死亡0;受傷2,1,機車,普通重型,男,24,戴半罩式安全帽,未使用,車的狀態,左轉彎,機車與自行車,後車尾,,,駕駛者,違反二段式左(右)轉標誌(線),否,121.565804,25.048374
2023,7,20230701,221000,A2,臺北市政府警察局,臺北市松山區東興路 / 臺北市松山區市民大道5段,晴,有照明且開啟,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,中央分向島,寬式(50公分以上),車道線(無標記),未繪設快慢車道分隔線,無,車與車,其他,駕駛者,違反二段式左(右)轉標誌(線),死亡0;受傷2,2,機車,普通重型,男,18,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,,,駕駛者,違反禁行車種標誌(字),否,121.565804,25.048374
2023,7,20230701,221000,A2,臺北市政府警察局,臺北市松山區東興路 / 臺北市松山區市民大道5段,晴,有照明且開啟,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,中央分向島,寬式(50公分以上),車道線(無標記),未繪設快慢車道分隔線,無,車與車,其他,駕駛者,違反二段式左(右)轉標誌(線),死亡0;受傷2,3,人,乘客,男,20,戴非半罩式安全帽,非駕駛人,不明,不明,其他,非汽、機及自行車,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.565804,25.048374
