發生時間,發生地點,死亡受傷人數,車種,經度,緯度
107年07月14日 10時10分00秒,新竹縣新埔鎮照門里新龍路328巷口對面,死亡1;受傷1,自用-小貨車(含客、貨兩用);其他車-其他車;乘客-人,121.134538,24.842594
107年07月14日 14時29分00秒,新北市林口區忠孝路 / 新北市林口區忠孝路,死亡1;受傷0,腳踏自行車-慢車;普通重型-機車,121.371751,25.068240
107年07月14日 18時32分00秒,嘉義縣太保市東勢里信義二路與博愛路口,死亡1;受傷2,自用-小客車;普通重型-機車;乘客-人,120.296705,23.464592
107年07月14日 22時20分00秒,新竹縣竹北市沿河街169號前,死亡1;受傷0,自用-小客車;普通重型-機車,121.007348,24.851730
107年07月14日 23時15分36秒,南投縣名間鄉名松路1段237號東側,死亡1;受傷0,普通重型-機車,120.669773,23.837590
107年07月15日 00時50分00秒,雲林縣大埤鄉溝心路北門59號電桿,死亡1;受傷1,普通重型-機車;乘客-人,120.431110,23.668296
107年07月15日 02時50分20秒,苗栗縣頭份市中華路1347號,死亡1;受傷0,自用-小客車,120.914503,24.693325
107年07月15日 05時40分00秒,彰化縣埔心鄉二重村柳橋路3段 / 彰化縣埔心鄉二重村五通南路,死亡1;受傷1,普通重型-機車;自用-小客車;乘客-人,120.527792,23.971050
107年07月15日 12時22分00秒,嘉義縣水上鄉南和村163線14公里200公尺處東向車道,死亡1;受傷3,自用-小客車;自用-小貨車(含客、貨兩用);乘客-人;乘客-人,120.363564,23.410225
107年07月15日 17時35分00秒,彰化縣鹿港鎮永安里鹿和路1段 / 彰化縣鹿港鎮永安里永安二路,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車;自用-小客車,120.433692,24.057450
107年07月15日 19時57分00秒,花蓮縣秀林鄉崇德村崇德144之1號前,死亡1;受傷0,行人-人;自用-小客車;乘客-人,121.648875,24.151228
107年07月16日 06時00分00秒,新竹縣關西鎮大同里竹118縣22.6K處,死亡1;受傷0,自用-小客車;普通重型-機車,121.151765,24.812464
107年07月17日 03時52分00秒,宜蘭縣羅東鎮中正北路口 / 宜蘭縣羅東鎮倉前路,死亡1;受傷0,自用-小客車;行人-人,121.771604,24.680415
107年07月17日 12時33分00秒,苗栗縣公館鄉台72線石圍牆匝道路口,死亡1;受傷2,自用-小客車;營業用-半聯結車;乘客-人,120.823179,24.466428
107年07月18日 06時50分00秒,高雄市左營區村翠華路 / 高雄市左營區海功東路,死亡1;受傷0,普通重型-機車;營業用-曳引車,120.302712,22.693584
107年07月18日 15時00分13秒,桃園市八德區豐德路北側 / 桃園市八德區僑愛一街,死亡1;受傷0,自用-小客車;普通重型-機車,121.294368,24.923219
107年07月18日 16時45分00秒,臺中市中區中華里中華路一段168號前0.0公尺,死亡1;受傷0,行人-人;普通重型-機車;計程車-小客車,120.677875,24.146283
107年07月19日 08時00分12秒,臺中市清水區國道3號 168公里300.0公尺處北側向路肩,死亡1;受傷2,自用-小客車;自用-小貨車(含客、貨兩用);其他人-人,120.602666,24.296656
107年07月19日 11時45分11秒,嘉義縣水上鄉大崙村168線21公里500公尺處,死亡1;受傷0,普通輕型-機車,120.354291,23.449250
107年07月19日 12時50分00秒,高雄市仁武區村仁孝路 / 高雄市仁武區仁勇西巷,死亡1;受傷0,普通重型-機車;自用-小客車,120.353917,22.677252
107年07月19日 13時39分51秒,臺南市永康區中山北路301號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.264385,23.028768
107年07月20日 06時26分00秒,新北市三峽區介壽路1段 / 新北市三峽區佳興路,死亡1;受傷0,自用大客車-大客車;大型重型1(550C.C.以上)-機車,121.383554,24.930673
107年07月20日 11時40分05秒,臺南市官田區隆本里區道南65線北側 / 臺南市官田區隆本里區道南64線西側,死亡1;受傷0,自用-大貨車;普通重型-機車,120.307512,23.198247
107年07月20日 12時20分00秒,彰化縣二林鎮西平里建國路312號前0.0公尺前,死亡1;受傷1,普通重型-機車;腳踏自行車-慢車,120.363116,23.896686
107年07月20日 20時30分00秒,高雄市岡山區村阿公店路2段 / 高雄市岡山區阿公店路2段,死亡1;受傷0,普通重型-機車,120.290605,22.791347
107年07月21日 05時25分00秒,臺南市安南區慶和路一段西向東方向路燈編號55000129,死亡1;受傷0,普通重型-機車,120.239340,23.059326
107年07月21日 15時51分00秒,臺中市東勢區茂興里東蘭路前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,120.817723,24.277451
107年07月21日 23時56分00秒,臺中市后里區墩北里甲后路二段前0.0公尺,死亡2;受傷0,自用-小客車;電動輔助自行車-慢車;乘客-人,120.701581,24.312456
107年07月22日 02時58分00秒,彰化縣伸港鄉台61線 169公里北側向中外,死亡1;受傷0,營業用-半聯結車,120.450870,24.146788
107年07月22日 14時03分00秒,臺中市霧峰區舊正里中正路2巷前0.0公尺,死亡1;受傷0,民營客運-大客車;大型重型1(550C.C.以上)-機車,120.695825,24.011205
107年07月22日 21時06分00秒,彰化縣和美鎮四張里德美路 / 彰化縣和美鎮四張里和厝路1段,死亡1;受傷1,普通重型-機車;租賃車-小客車;自用-小客車;自用-小客車;乘客-人,120.495461,24.118667
107年07月23日 03時22分00秒,臺中市烏日區國道1號 187公里600.0公尺處北側向外側,死亡1;受傷0,腳踏自行車-慢車;民營客運-大客車,120.592947,24.115806
107年07月24日 11時40分00秒,臺中市大甲區建興里西濱快速公路前0.0公尺,死亡1;受傷3,自用-大貨車;營業用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用);自用-曳引車;乘客-人,120.618869,24.419461
107年07月24日 14時36分00秒,高雄市大樹區統嶺路統嶺132燈號前0.0公尺,死亡1;受傷0,普通重型-機車,120.431015,22.774256
107年07月25日 11時46分32秒,新竹縣芎林鄉上山村7鄰三民路2號前左轉產業道路往第五公墓54公尺處路燈編號00471號旁,死亡1;受傷0,普通重型-機車,121.074774,24.790100
107年07月25日 12時55分00秒,高雄市苓雅區村三多二路 / 高雄市苓雅區凱旋二路,死亡1;受傷0,自用-小客車;普通重型-機車,120.325000,22.620780
107年07月25日 21時20分00秒,南投縣南投市南營路629號前0.0公尺,死亡1;受傷0,自用-小客車;行人-人,120.681678,23.940527
107年07月26日 05時15分00秒,臺南市北區小東路北側 / 臺南市北區東興路,死亡1;受傷0,普通輕型-機車;自用-小客車,120.229362,22.999504
107年07月26日 05時45分00秒,桃園市平鎮區平南里中豐路南勢二段與天津街口(R107070507;平鎮所),死亡1;受傷0,自用-小客車;行人-人,121.211419,24.908714
107年07月26日 06時59分59秒,臺南市學甲區新達里市道174線口 / 臺南市學甲區臺84下東西平面道路,死亡1;受傷0,自用-小客車;普通重型-機車,120.210496,23.239238
107年07月26日 13時20分42秒,桃園市八德區新興路1325號,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,121.268212,24.936078
107年07月26日 17時42分00秒,苗栗縣竹南鎮大埔里大埔二街與科專五路口,死亡1;受傷0,自用-小客車;普通重型-機車,120.897612,24.707106
107年07月26日 17時55分00秒,高雄市前鎮區村一心二路 / 高雄市前鎮區台鋁北巷,死亡1;受傷0,自用-小客車;普通重型-機車,120.310300,22.611100
107年07月27日 05時02分00秒,桃園市桃園區春日里春日路北側 / 桃園市桃園區南通路,死亡1;受傷1,行人-人;自用-小貨車(含客、貨兩用),121.308148,25.020653
107年07月27日 06時28分00秒,高雄市小港區沿海三路前0.0公尺,死亡1;受傷0,普通重型-機車,120.370497,22.531289
107年07月27日 09時37分00秒,高雄市路竹區村復興路185號前0.0公尺,死亡1;受傷0,電動自行車-慢車;營業用-大貨車,120.258900,22.855320
107年07月28日 09時40分03秒,屏東縣林邊鄉中山路前0.0公尺南側,死亡1;受傷1,普通重型-機車;普通重型-機車,120.502553,22.449646
107年07月28日 09時50分45秒,雲林縣麥寮鄉麥豐村156公路前0.0公尺,死亡1;受傷0,自用-大貨車;普通重型-機車,120.262432,23.750594
107年07月28日 12時29分00秒,高雄市鳳山區中山東路 / 高雄市鳳山區勝利路,死亡1;受傷1,自用-小客車;普通重型-機車;乘客-人,120.373700,22.625750
107年07月28日 23時47分00秒,新北市板橋區文新路35之1號前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車,121.478437,25.034613
107年07月29日 06時19分00秒,新北市永和區中正橋道路前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,121.514939,25.018187
107年07月29日 14時04分00秒,澎湖縣馬公市縣203線 4公里800.0公尺處南側向外側,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),119.599921,23.572458
107年07月29日 17時23分00秒,彰化縣芬園鄉中崙村大彰路2段前0.0公尺,死亡1;受傷0,自用-小客車;腳踏自行車-慢車,120.619620,23.980325
107年07月30日 08時15分00秒,彰化縣彰化市茄南里茄苳路2段10弄85號前0.0公尺前,死亡1;受傷1,普通重型-機車;腳踏自行車-慢車,120.551944,24.099378
107年07月30日 14時00分25秒,花蓮縣壽豐鄉豐山村中山路3段西側 / 花蓮縣壽豐鄉豐山村中山路3段口,死亡1;受傷0,普通重型-機車;自用-小客車;自用-小貨車(含客、貨兩用),121.493347,23.845325
107年07月30日 14時08分24秒,屏東縣恆春鎮墾丁里墾丁路683號,死亡1;受傷1,普通重型-機車;自用-小客車,120.778314,21.950268
107年07月30日 19時00分00秒,高雄市大社區三民路 / 高雄市大社區三中路,死亡1;受傷0,營業用-半聯結車;腳踏自行車-慢車,120.342700,22.730790
107年07月30日 23時30分00秒,臺北市松山區健康路 / 臺北市松山區健康路,死亡1;受傷1,自用-小貨車(含客、貨兩用);行人-人,121.557657,25.053777
107年07月31日 09時18分00秒,臺北市大同區鄭州路 / 臺北市大同區塔城街,死亡1;受傷0,自用-小客車;普通重型-機車,121.510532,25.050289
107年07月31日 11時13分00秒,新北市土城區擺接堡路 / 新北市土城區員福街,死亡1;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用);乘客-人,121.438912,24.981379
107年07月31日 15時45分00秒,彰化縣線西鄉寓埔村中華路 / 彰化縣線西鄉寓埔村中央路2段,死亡1;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人,120.455917,24.135338
107年07月31日 19時00分30秒,花蓮縣鳳林鎮鳳信里中正路1段303號前0.0公尺口,死亡1;受傷0,自用-小客車;自用-小客車,121.444240,23.735633
107年07月31日 21時40分00秒,屏東縣枋寮鄉中山路二段66號水底寮幹85R1號電桿前(千越加油站),死亡1;受傷0,腳踏自行車-慢車;普通重型-機車,120.596541,22.380170
107年08月01日 07時22分00秒,桃園市桃園區春日路752號前0.0公尺西側,死亡1;受傷0,普通重型-機車;營業用-曳引車,121.309900,25.012494
107年08月01日 07時40分10秒,桃園市蘆竹區南山路1段194號前0.0公尺北側,死亡1;受傷0,普通重型-機車;自用-大貨車;自用-小客車,121.291159,25.054469
107年08月01日 08時05分00秒,桃園市八德區大興里榮興南路88巷口附近【T107080005】,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),121.302828,24.947092
107年08月01日 15時36分00秒,嘉義市西區香湖里文化路103巷722弄10號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.446031,23.499368
107年08月02日 07時50分21秒,宜蘭縣宜蘭市環市東路2段口 / 宜蘭縣宜蘭市七張路口,死亡1;受傷0,普通重型-機車;自用-小客車,121.771199,24.764375
107年08月02日 11時24分06秒,桃園市龜山區萬壽路一段與工興街口,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),121.515235,25.012198
107年08月02日 16時50分44秒,苗栗縣苑裡鎮舊社里6鄰德行路30號前,死亡1;受傷0,自用-大貨車;電動自行車-慢車,120.685641,24.411959
107年08月02日 17時50分00秒,宜蘭縣五結鄉五結中路2段口 / 宜蘭縣五結鄉大吉三路口,死亡1;受傷1,普通重型-機車;普通重型-機車,121.797222,24.694410
107年08月02日 18時25分00秒,臺南市北區文成路口 / 臺南市北區育德一街,死亡1;受傷1,自用-小客車;普通重型-機車;乘客-人,120.205109,23.013037
107年08月03日 05時35分00秒,桃園市桃園區大興路北側 / 桃園市桃園區大業路南側,死亡1;受傷0,自用-小客車;普通重型-機車,121.311453,25.015704
107年08月03日 07時29分53秒,嘉義縣民雄鄉平和村嘉76線3.5K,死亡1;受傷0,自用-小客車,120.392454,23.542330
107年08月03日 16時15分00秒,基隆市安樂區北濱公路澳底橋,死亡1;受傷1,自用-小客車;自用-小貨車(含客、貨兩用),121.705497,25.166376
107年08月04日 07時38分00秒,高雄市仁武區村永宏巷10號前0.0公尺,死亡1;受傷2,自用-小客車;營業用-曳引車;普通重型-機車;普通重型-機車,120.343119,22.716926
107年08月04日 12時27分00秒,新竹縣竹北市中正西路2077號前,死亡1;受傷1,普通重型-機車;乘客-人,120.953232,24.842016
107年08月04日 16時15分46秒,南投縣草屯鎮北投里北投路大眾巷產業道路(距離碧興路200公尺處,死亡1;受傷0,普通重型-機車,120.657313,23.987200
107年08月04日 17時34分00秒,臺南市柳營區八翁里中山西路3段北側 / 臺南市柳營區長榮路5段,死亡1;受傷1,普通重型-機車;自用-大貨車;乘客-人,120.298760,23.276247
107年08月04日 19時38分00秒,臺北市內湖區內湖路2段103巷101號前0.0公尺,死亡1;受傷1,普通重型-機車;行人-人,121.580977,25.083799
107年08月05日 01時55分00秒,高雄市六龜區台27線 10公里1.0公尺處南側向外側,死亡1;受傷1,自用-小客車;乘客-人,120.647146,23.004389
107年08月05日 07時15分03秒,雲林縣口湖鄉台17線 110公里南側向路肩,死亡1;受傷0,普通重型-機車,120.188559,23.535617
107年08月06日 08時16分00秒,新北市三重區疏洪十二路前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,121.472134,25.064110
107年08月06日 08時44分44秒,苗栗縣苑裡鎮社苓里苗47線與社柑3路口,死亡1;受傷1,普通重型-機車;普通重型-機車,120.672521,24.404051
107年08月06日 08時55分00秒,臺中市大肚區王田里沙田路一段前0.0公尺,死亡1;受傷1,自用-小客車;自用-小客車;乘客-人,120.576189,24.118993
107年08月06日 09時30分48秒,新竹縣芎林鄉國道3號 87公里400.0公尺處北側向外側,死亡1;受傷0,自用-小客車;自用-半聯結車;其他人-人,121.107936,24.779176
107年08月06日 09時50分00秒,高雄市鳳山區村鳳頂路 / 高雄市鳳山區田中央路,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.359192,22.594697
107年08月06日 10時40分00秒,臺南市東山區南100 5公里600.0公尺處東側向中外,死亡1;受傷0,自用-大貨車;電動自行車-慢車;自用-小貨車(含客、貨兩用),120.378945,23.308742
107年08月06日 17時38分00秒,彰化縣秀水鄉陝西村水尾巷 / 彰化縣秀水鄉陝西村正興巷,死亡1;受傷0,自用-小客車;普通重型-機車,120.522032,24.006474
107年08月06日 20時01分03秒,臺東縣關山鎮台9線 336公里900.0公尺處南側向中內,死亡1;受傷0,行人-人;自用-小客車,121.170845,23.042057
107年08月07日 03時55分00秒,臺北市中山區中山橋前0.0公尺,死亡1;受傷0,普通重型-機車,121.524096,25.073332
107年08月07日 11時25分00秒,嘉義縣東石鄉縣157線 38公里北側向外側,死亡1;受傷0,普通重型-機車;自用-小客車,120.198398,23.443098
107年08月07日 15時00分00秒,屏東縣潮州鎮太平路426號前,死亡1;受傷0,自用-小客車;普通重型-機車,120.532058,22.561580
107年08月07日 16時07分00秒,臺北市士林區後港街66號前0.0公尺,死亡1;受傷0,租賃車-小客車;普通重型-機車;計程車-小客車,121.521832,25.085396
107年08月07日 16時55分00秒,桃園市觀音區廣福里福山路2段東側 / 桃園市觀音區廣福里廣大路西側,死亡1;受傷1,自用-小客車;普通重型-機車;乘客-人,121.150987,25.030248
107年08月08日 04時22分00秒,彰化縣溪州鄉瓦厝村莒光路前0.0公尺,死亡1;受傷0,普通重型-機車,120.502792,23.858288
107年08月08日 05時39分00秒,桃園市龜山區忠義路2段238號前0.0公尺,死亡1;受傷0,普通重型-機車,121.356900,25.044147
107年08月08日 07時10分00秒,臺中市和平區博愛里東關路一段前0.0公尺,死亡1;受傷0,普通重型-機車,121.016001,24.193778
107年08月08日 07時58分45秒,嘉義縣水上鄉內溪村中義路永欽二號橋上(175線1公里處),死亡1;受傷1,自用-小客車;自用-小客車;營業用-曳引車,120.435158,23.432979
107年08月08日 09時45分00秒,花蓮縣玉里鎮台9線 283公里400.0公尺處北側向內側,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),121.331033,23.387192
107年08月08日 12時57分00秒,臺中市北屯區新平里大鵬路前0.0公尺,死亡1;受傷0,營業用-曳引車;普通重型-機車,120.659733,24.178148
107年08月08日 15時30分00秒,高雄市小港區北林路 / 高雄市小港區博學路,死亡1;受傷0,營業用-半聯結車;普通重型-機車,120.369964,22.557658
107年08月08日 17時27分00秒,新北市新莊區壽山路前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車,121.418597,25.029608
107年08月09日 01時36分00秒,新北市板橋區縣民大道2段 / 新北市板橋區新府路,死亡1;受傷0,腳踏自行車-慢車;自用-小客車,121.463636,25.014331
107年08月09日 03時11分00秒,新北市八里區龍米路2段 / 新北市八里區龍米路,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,121.446900,25.142505
107年08月09日 04時56分56秒,宜蘭縣員山鄉枕山村波城路69-9號,死亡1;受傷0,自用-小客車;行人-人,121.695423,24.780686
107年08月09日 05時00分33秒,雲林縣斗六市大學路一段5-6號,死亡1;受傷0,自用-小客車;行人-人,120.557083,23.711829
107年08月09日 08時29分00秒,嘉義縣朴子市竹圍里四維路口 / 嘉義縣朴子市光復新路,死亡1;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用);乘客-人,120.245644,23.458402
107年08月09日 15時09分04秒,臺南市仁德區國道1號 326公里400.0公尺處南側向中線,死亡1;受傷0,自用-小客車;營業用-半聯結車,120.248359,22.979837
107年08月09日 15時43分00秒,臺東縣太麻里鄉台9線 403公里500.0公尺處南側向中內,死亡1;受傷0,普通重型-機車;自用-小客車,121.003736,22.605992
107年08月09日 19時17分00秒,桃園市平鎮區中庸路235號前0.0公尺,死亡1;受傷0,腳踏自行車-慢車;自用-小客車,121.204916,24.913096
107年08月10日 05時29分00秒,新竹縣竹北市鳳岡路二段150巷88號,死亡1;受傷0,普通重型-機車,120.980585,24.861798
107年08月10日 06時00分00秒,雲林縣褒忠鄉潮厝村王厝57東20電桿旁,死亡1;受傷0,普通輕型-機車,120.351156,23.730888
107年08月10日 06時55分00秒,高雄市鼓山區西藏街 / 高雄市鼓山區伊犁街,死亡1;受傷0,腳踏自行車-慢車;民營客運-大客車,120.277348,22.654804
107年08月10日 11時54分00秒,臺北市信義區永吉路 / 臺北市信義區永吉路,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,121.568800,25.043568
107年08月10日 13時38分00秒,宜蘭縣羅東鎮中山路3段西側 / 宜蘭縣羅東鎮公園路,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),121.768884,24.675243
107年08月10日 16時53分00秒,屏東縣鹽埔鄉產業道路(鹽埔高幹51右高分14),死亡1;受傷0,普通重型-機車,120.511911,22.765189
107年08月10日 23時31分14秒,桃園市龜山區萬壽路1段492號前0.0公尺北側,死亡1;受傷2,自用-小客車;普通重型-機車;自用-小客車;自用-小客車;乘客-人,121.397812,25.016372
107年08月11日 02時15分00秒,臺中市大雅區上楓里民生路三段366號前0.0公尺,死亡1;受傷0,普通重型-機車,120.664152,24.233555
107年08月11日 04時00分00秒,嘉義縣水上鄉國道1號 271公里100.0公尺處北側向內側,死亡1;受傷0,自用-小客車;民營客運-大客車,120.362872,23.438320
107年08月11日 07時45分00秒,屏東縣枋山鄉台1線 444公里900.0公尺處北側向機、慢車道,死亡1;受傷0,普通重型-機車;民營客運-大客車,120.630118,22.322490
107年08月11日 11時05分00秒,臺中市東區振興里忠孝路前0.0公尺,死亡1;受傷1,計程車-小客車;行人-人;行人-人,120.685805,24.131202
107年08月11日 12時15分00秒,高雄市大社區中正路 / 高雄市大社區中正路,死亡1;受傷0,普通重型-機車;營業用-小貨車(含客、貨兩用),120.351964,22.749999
107年08月11日 15時41分18秒,新竹市香山區東香路2段61號,死亡1;受傷0,普通重型-機車,120.949855,24.773683
107年08月11日 17時55分00秒,桃園市龜山區振興路北側 / 桃園市龜山區振興路南側,死亡1;受傷0,普通重型-機車;自用-小客車,121.362477,25.020350
107年08月12日 00時53分00秒,桃園市桃園區永安路北側 / 桃園市桃園區永安路,死亡1;受傷0,普通重型-機車;自用-小客車;自用-小貨車(含客、貨兩用),121.280082,25.010406
107年08月12日 09時48分00秒,新北市淡水區學府路 / 新北市淡水區水源街2段,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,121.448484,25.170126
107年08月12日 23時04分00秒,新北市泰山區新五路1段 / 新北市泰山區中港西路,死亡1;受傷0,自用-大貨車;普通重型-機車,121.439201,25.062688
107年08月13日 03時07分00秒,嘉義縣中埔鄉台82線 32公里700.0公尺處西側向路肩,死亡1;受傷0,自用-小貨車(含客、貨兩用),120.453058,23.432348
107年08月13日 11時05分00秒,彰化縣福興鄉橋頭村彰鹿路7段 / 彰化縣福興鄉橋頭村彰鹿路7段,死亡1;受傷0,普通重型-機車;自用-小客車,120.446199,24.047686
107年08月13日 19時48分00秒,新北市永和區福和橋道路前0.0公尺,死亡1;受傷2,普通重型-機車;普通重型-機車;普通重型-機車,121.515477,25.017918
107年08月13日 22時48分00秒,臺北市萬華區環河南路1段 / 臺北市萬華區武昌街2段,死亡1;受傷1,普通重型-機車;普通重型-機車,121.502634,25.045715
107年08月14日 03時10分00秒,高雄市三民區村自立一路陸橋號前0.0公尺,死亡1;受傷0,普通重型-機車,120.296369,22.638202
107年08月14日 04時30分00秒,臺東縣臺東市桂林北路360228號路燈,死亡1;受傷0,普通重型-機車;自用-小客車;自用-小客車,121.143860,22.748661
107年08月14日 10時43分00秒,宜蘭縣員山鄉大安路北側 / 宜蘭縣員山鄉大湖16路北側,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,121.697310,24.740376
107年08月15日 03時42分00秒,臺北市大安區羅斯福路4段21號前0.0公尺,死亡1;受傷0,自用-小客車;行人-人,121.534973,25.014237
107年08月15日 03時43分00秒,彰化縣大村鄉國道1號 206公里200.0公尺處南側向外側,死亡1;受傷0,自用-小客車;營業用-半聯結車,120.509585,23.993330
107年08月15日 09時54分00秒,嘉義縣義竹鄉嘉26 2公里300.0公尺處南側向中線,死亡1;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用),120.212921,23.343145
107年08月15日 17時45分00秒,屏東縣高樹鄉高樹村慈新路1段77號前0.0公尺附近,死亡1;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用);乘客-人,120.600936,22.818680
107年08月16日 06時29分00秒,臺北市大同區忠孝橋機車道號前0.0公尺,死亡1;受傷1,普通重型-機車;乘客-人,121.506535,25.063710
107年08月16日 11時40分00秒,雲林縣麥寮鄉三盛村仁德西路1段,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.255542,23.797222
107年08月16日 19時11分09秒,屏東縣萬丹鄉崙頂村南北路二段口 / 屏東縣萬丹鄉田厝村寶田路口,死亡1;受傷1,普通重型-機車;普通重型-機車,120.466775,22.592355
107年08月17日 02時37分44秒,雲林縣斗六市西平路口 / 雲林縣斗六市雲科路,死亡1;受傷1,自用-小客車;自用-大貨車,120.522215,23.727975
107年08月17日 09時09分00秒,桃園市楊梅區富岡里新明街南側 / 桃園市楊梅區富岡里中華街東側,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),121.080041,24.935249
107年08月17日 19時17分01秒,嘉義縣民雄鄉福興村牛稠溪124號,死亡1;受傷2,普通重型-機車;普通重型-機車;乘客-人,120.432885,23.510451
107年08月18日 04時50分00秒,臺南市鹽水區橋南里忠孝路北側 / 臺南市鹽水區南太路口,死亡1;受傷1,腳踏自行車-慢車;自用-小客車;乘客-人,120.270578,23.311227
107年08月18日 07時15分00秒,新北市新店區寶慶街前0.0公尺,死亡1;受傷0,民營公車-大客車;行人-人,121.540234,24.986869
107年08月18日 19時20分00秒,彰化縣鹿港鎮台61線 172公里100.0公尺處北側向外側,死亡1;受傷0,行人-人;自用-小客車;自用-小客車;自用-小客車;自用-小客車;自用-小客車,120.438182,24.121613
107年08月18日 20時31分00秒,臺南市安定區新吉里國道8號西向側車道路口,死亡1;受傷1,普通重型-機車;普通重型-機車,120.198044,23.083963
107年08月18日 22時32分00秒,高雄市鼓山區中華一路 / 高雄市鼓山區美明路,死亡1;受傷2,計程車-小客車;普通重型-機車;乘客-人;乘客-人,120.291776,22.665485
107年08月18日 22時50分00秒,臺北市北投區中央北路3段206號前0.0公尺,死亡1;受傷2,普通重型-機車;普通重型-機車;其他人-人,121.481072,25.136497
107年08月19日 02時30分10秒,雲林縣大埤鄉台78線 32公里300.0公尺處東側向外側,死亡1;受傷0,自用-小客車;營業用-曳引車,120.430001,23.684331
107年08月19日 06時10分34秒,臺南市白河區永安里新興路528號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.416218,23.352836
107年08月19日 09時20分00秒,桃園市觀音區桃92線(大潭里06鄰11-1號)旁,死亡1;受傷0,普通重型-機車;自用-大貨車,121.058021,25.029282
107年08月19日 13時26分42秒,嘉義縣太保市崙頂里嘉44線3公里100公尺處(電桿編號:三塊厝13),死亡1;受傷0,自用-小貨車(含客、貨兩用),120.312504,23.449061
107年08月19日 16時40分00秒,高雄市鳳山區村凱旋路和興31燈號前0.0公尺前,死亡1;受傷2,自用-小客車;營業用-大貨車;營業用-曳引車;乘客-人;乘客-人,120.355801,22.610079
107年08月19日 19時18分14秒,宜蘭縣五結鄉五結中路2段西側 / 宜蘭縣五結鄉三吉一路西側,死亡1;受傷0,腳踏自行車-慢車;自用-小客車,121.793870,24.698201
107年08月19日 21時23分00秒,新北市樹林區中正路 / 新北市樹林區光武街,死亡1;受傷0,普通重型-機車;營業用-大貨車,121.371249,24.923638
107年08月20日 08時04分00秒,臺東縣卑南鄉杉原18號旁,死亡1;受傷0,普通重型-機車;遊覽車-大客車,121.188814,22.843724
107年08月20日 10時34分44秒,臺南市善化區小新里目加溜灣大道口 / 臺南市善化區無名道路,死亡1;受傷0,普通重型-機車;自用-小客車,120.313077,23.118987
107年08月20日 19時15分00秒,彰化縣福興鄉鎮平村阿力街1-5號前0.0公尺前,死亡1;受傷0,自用-小貨車(含客、貨兩用);腳踏自行車-慢車,120.433700,24.057135
107年08月21日 02時35分00秒,基隆市暖暖區八堵路 / 基隆市暖暖區源遠路,死亡1;受傷1,普通重型-機車;營業用-大貨車,121.731100,25.109097
107年08月21日 21時40分47秒,桃園市龜山區萬壽路2段北側 / 桃園市龜山區自強北路東側,死亡1;受傷0,公營公車-大客車;普通重型-機車;自用-小客車;自用-小客車,121.344957,24.998428
107年08月23日 03時50分00秒,新竹縣寶山鄉國道1號 99公里100.0公尺處北側向交流道,死亡1;受傷0,營業用-半聯結車,120.987817,24.756180
107年08月23日 06時35分16秒,花蓮縣瑞穗鄉台9線 265公里500.0公尺處北側向機、慢車道,死亡1;受傷0,普通重型-機車,121.377314,23.541856
107年08月23日 12時14分00秒,桃園市中壢區國道1號 58公里400.0公尺處北側向內側,死亡1;受傷0,營業用-半聯結車;自用-小客車,121.216875,24.970190
107年08月24日 01時09分00秒,新北市三重區河邊北街377號前0.0公尺,死亡1;受傷1,自用-小客車;普通重型-機車;乘客-人;自用-小客車;自用-小客車;自用-小客車,121.498342,25.076035
107年08月24日 02時15分01秒,桃園市桃園區國道2號 19公里600.0公尺處東側向內側,死亡3;受傷1,自用-小客車;自用-小貨車(含客、貨兩用);乘客-人;自用-小客車;其他人-人;其他人-人,121.283010,24.995531
